arm,arm_label,function,category,verified,confidence,fidelity,iterations,verdict,hallucination_free,completeness_pct,bleu1,bleu2,rouge1,rouge2,rougeL
repetition_simple,LegacyLens + Repetition (Simple),Owner.addVisit,Domain Logic,True,95,0.304,1,PASS,False,80.0,0.1830065359477124,0.08552631578947369,0.2931937172774869,0.1375661375661376,0.23036649214659685
repetition_simple,LegacyLens + Repetition (Simple),AntTask.execute,Legacy — Build Task,True,80,0.883,1,PASS,True,100.0,0.11688311688311688,0.05217391304347826,0.1970802919708029,0.08823529411764705,0.12408759124087591
repetition_simple,LegacyLens + Repetition (Simple),AntTask.compileFile,Legacy — File Processing,True,95,0.424,1,PASS,False,80.0,0.12669683257918551,0.031818181818181815,0.20588235294117646,0.05185185185185185,0.125
repetition_simple,LegacyLens + Repetition (Simple),AntTask.log,Legacy — Logging,True,100,0.803,1,PASS,False,100.0,0.13095238095238096,0.029940119760479042,0.21674876847290642,0.04975124378109453,0.1477832512315271
repetition_verbose,LegacyLens + Repetition (Verbose),OwnerController.initCreationForm,Simple View,True,100,1.0,1,PASS,False,60.0,0.12209302325581395,0.023391812865497075,0.2079207920792079,0.04,0.13861386138613863
repetition_verbose,LegacyLens + Repetition (Verbose),OwnerController.processCreationForm,Data Entry,True,95,0.301,1,PASS,True,100.0,0.12408759124087591,0.040293040293040296,0.21864951768488747,0.07119741100323625,0.14790996784565916
repetition_verbose,LegacyLens + Repetition (Verbose),OwnerController.processFindForm,Complex Data Flow,True,80,0.544,2,PASS,True,100.0,0.1814516129032258,0.0728744939271255,0.29411764705882354,0.11842105263157894,0.17647058823529413
repetition_verbose,LegacyLens + Repetition (Verbose),OwnerController.processUpdateOwnerForm,Update — ID Validation,True,100,0.333,1,PASS,True,100.0,0.09538461538461539,0.040123456790123455,0.16939890710382513,0.07142857142857142,0.12021857923497267
repetition_verbose,LegacyLens + Repetition (Verbose),OwnerController.showOwner,Detail View,True,90,0.821,1,PASS,True,80.0,0.11403508771929824,0.030837004405286344,0.20233463035019458,0.054901960784313725,0.1478599221789883
repetition_verbose,LegacyLens + Repetition (Verbose),PetController.processCreationForm,Data Entry — Duplicate Check,True,85,0.304,1,PASS,True,100.0,0.10810810810810811,0.04263565891472868,0.1891891891891892,0.0748299319727891,0.11486486486486484
repetition_verbose,LegacyLens + Repetition (Verbose),PetController.processUpdateForm,Update — Name/Date Validation,True,70,0.025,1,PASS,True,100.0,0.11450381679389313,0.05363984674329502,0.20134228187919465,0.0945945945945946,0.1342281879194631
repetition_verbose,LegacyLens + Repetition (Verbose),VetController.showVetList,Paginated View,True,95,0.269,1,PASS,False,80.0,0.1553398058252427,0.04878048780487805,0.2591093117408907,0.0816326530612245,0.1700404858299595
repetition_verbose,LegacyLens + Repetition (Verbose),VetController.showResourcesVetList,REST Endpoint,True,95,0.194,1,PASS,False,80.0,0.10945273631840796,0.03,0.1938325991189427,0.05333333333333333,0.12334801762114539
repetition_verbose,LegacyLens + Repetition (Verbose),Owner.addVisit,Domain Logic,True,100,0.962,1,PASS,False,100.0,0.15384615384615385,0.06451612903225806,0.24742268041237114,0.10416666666666666,0.1958762886597938
repetition_verbose,LegacyLens + Repetition (Verbose),AntTask.execute,Legacy — Build Task,True,95,0.234,1,PASS,False,100.0,0.12449799196787148,0.05241935483870968,0.21232876712328766,0.0896551724137931,0.11643835616438356
repetition_verbose,LegacyLens + Repetition (Verbose),AntTask.compileFile,Legacy — File Processing,True,100,0.39,1,PASS,False,80.0,0.10144927536231885,0.025454545454545455,0.17125382262996944,0.04307692307692308,0.11620795107033641
repetition_verbose,LegacyLens + Repetition (Verbose),AntTask.log,Legacy — Logging,False,85,0.837,1,FAIL,False,100.0,0.14556962025316456,0.044585987261146494,0.23834196891191708,0.07329842931937172,0.15544041450777202
repetition_x3,LegacyLens + Repetition (x3),OwnerController.initCreationForm,Simple View,True,95,1.0,1,PASS,True,80.0,0.10256410256410256,0.020618556701030927,0.17777777777777778,0.03587443946188341,0.13333333333333336
repetition_x3,LegacyLens + Repetition (x3),OwnerController.processCreationForm,Data Entry,True,85,0.444,1,PASS,True,100.0,0.13043478260869565,0.03968253968253968,0.22758620689655173,0.06944444444444445,0.13793103448275865
repetition_x3,LegacyLens + Repetition (x3),OwnerController.processFindForm,Complex Data Flow,True,85,0.272,1,PASS,True,100.0,0.20476190476190476,0.06220095693779904,0.32089552238805974,0.09774436090225563,0.15671641791044777
repetition_x3,LegacyLens + Repetition (x3),OwnerController.processUpdateOwnerForm,Update — ID Validation,True,75,0.369,1,PASS,True,100.0,0.09009009009009009,0.030120481927710843,0.16042780748663102,0.053763440860215055,0.10695187165775401
repetition_x3,LegacyLens + Repetition (x3),OwnerController.showOwner,Detail View,True,95,0.8,1,PASS,True,100.0,0.11707317073170732,0.0392156862745098,0.20512820512820515,0.06896551724137931,0.11965811965811968
repetition_x3,LegacyLens + Repetition (x3),PetController.processCreationForm,Data Entry — Duplicate Check,True,95,0.537,1,PASS,True,100.0,0.1111111111111111,0.05947955390334572,0.19543973941368079,0.10491803278688525,0.11726384364820848
repetition_x3,LegacyLens + Repetition (x3),PetController.processUpdateForm,Update — Name/Date Validation,True,95,0.358,1,PASS,False,100.0,0.09621993127147767,0.041379310344827586,0.1712538226299694,0.07384615384615385,0.11009174311926606
repetition_x3,LegacyLens + Repetition (x3),VetController.showVetList,Paginated View,False,60,0.853,2,FAIL,False,100.0,0.12863070539419086,0.025,0.21985815602836878,0.04285714285714286,0.1347517730496454
repetition_x3,LegacyLens + Repetition (x3),VetController.showResourcesVetList,REST Endpoint,True,100,0.912,1,PASS,True,100.0,0.10232558139534884,0.04205607476635514,0.1825726141078838,0.07531380753138076,0.14107883817427386
repetition_x3,LegacyLens + Repetition (x3),Owner.addVisit,Domain Logic,True,95,0.442,1,PASS,False,100.0,0.14705882352941177,0.0650887573964497,0.2403846153846154,0.10679611650485436,0.1923076923076923
repetition_x3,LegacyLens + Repetition (x3),AntTask.execute,Legacy — Build Task,True,95,0.883,1,PASS,True,80.0,0.15151515151515152,0.050761421319796954,0.24896265560165975,0.08368200836820083,0.13278008298755187
repetition_x3,LegacyLens + Repetition (x3),AntTask.compileFile,Legacy — File Processing,False,90,0.681,1,FAIL,False,80.0,0.08253968253968254,0.012738853503184714,0.14207650273224043,0.02197802197802198,0.08743169398907104
repetition_x3,LegacyLens + Repetition (x3),AntTask.log,Legacy — Logging,False,95,0.748,1,FAIL,False,100.0,0.1270718232044199,0.03333333333333333,0.21296296296296297,0.056074766355140186,0.1388888888888889
